Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Abraham,CHE,FWD,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Adam Smith,BOU,DEF,45,25.0,83.2,31.0,13.9,6,1,0,0,0,0,0,0,1,0.8,409,0,15
Adrian,WHU,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Aguero,MCI,FWD,114,153.0,160.6,293.0,60.7,3,3,4,0,0,0,0,0,0,50.7,386,4,37
Ake,BOU,DEF,50,2.2,116.8,28.0,14.7,7,1,0,0,0,0,0,0,0,4.6,450,3,20
Albrighton,LEI,MID,53,43.4,70.6,28.0,14.3,3,1,1,0,0,0,0,0,0,0.6,171,0,13
Alderweireld,TOT,DEF,59,21.6,87.4,5.0,11.4,5,0,0,0,0,0,0,0,0,2.6,350,0,10
Alexander-Arnold,LIV,DEF,50,55.3,71.6,52.0,17.9,1,0,0,0,0,0,0,3,0,16.6,445,0,23
Alisson,LIV,GKP,56,0.0,89.8,0.0,8.9,2,0,0,0,0,0,12,0,0,19.0,450,1,24
Alli,TOT,MID,90,45.8,108.6,190.0,34.5,4,1,1,0,0,0,0,0,0,4.2,349,2,19
Alonso,CHE,DEF,68,111.2,146.0,117.0,37.5,4,1,5,0,0,0,0,1,0,43.7,450,9,46
Amartey,LEI,MID,45,15.2,32.2,7.0,5.5,2,0,0,0,0,0,0,1,0,0.3,189,0,5
Amos,TOT,MID,44,0.1,2.2,0.0,0.2,0,0,0,0,0,0,0,0,0,0.1,2,0,1
Ampadu,CHE,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Andone,BHA,FWD,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Andre Gomes,EVE,MID,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Antonio,WHU,MID,69,53.2,35.6,169.0,25.8,5,0,0,0,0,0,0,1,0,1.0,252,0,7
Armstrong,SOU,MID,53,40.0,6.0,6.0,5.2,1,0,0,0,0,0,0,0,0,0.1,65,0,3
Arnautovic,WHU,FWD,70,68.6,134.6,178.0,37.7,8,3,1,0,0,0,0,0,0,15.6,367,5,29
Arter,CAR,MID,50,21.0,38.4,25.0,8.5,5,0,0,0,0,0,0,3,0,0.2,315,0,6
Atsu,NEW,MID,53,15.8,10.4,1.0,2.7,0,0,0,0,0,0,0,0,0,0.1,57,0,2
Aubameyang,ARS,FWD,109,85.8,58.2,102.0,24.6,8,1,1,0,0,0,0,0,0,11.6,410,2,19
Aurier,TOT,DEF,59,21.1,32.8,4.0,5.8,1,0,1,0,0,0,0,0,0,0.7,104,0,6
Austin,SOU,FWD,57,23.2,18.8,81.0,12.3,3,0,0,0,1,0,0,0,0,0.6,177,0,3
Ayew,CRY,FWD,59,25.2,19.6,92.0,13.7,1,0,1,0,0,0,0,0,0,0.3,165,0,7
Ayite,FUL,MID,44,1.5,0.0,7.0,0.6,0,0,0,0,0,0,0,0,0,0.1,21,0,1
Azpilicueta,CHE,DEF,64,126.4,126.4,35.0,28.8,4,0,1,0,0,0,0,0,0,11.5,450,0,20
Bacuna,HUD,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Bailly,MUN,DEF,53,0.6,33.2,2.0,3.6,4,0,0,0,0,0,0,0,0,2.2,182,0,5
Baines,EVE,DEF,54,74.7,39.8,15.0,13.0,5,0,0,0,0,0,0,0,0,1.2,284,0,5
Bakayoko,CHE,MID,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Balbuena,WHU,DEF,44,1.7,122.6,29.0,15.4,11,0,0,0,0,0,0,1,0,0.2,450,0,5
Baldock,BHA,FWD,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Balogun,BHA,DEF,44,0.3,34.2,2.0,3.6,3,0,0,0,0,0,0,1,0,0.1,160,0,2
Bamba,CAR,DEF,45,2.3,136.4,77.0,21.6,9,1,0,0,0,0,0,0,0,1.3,450,2,22
Baningime,EVE,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Bardsley,BUR,DEF,44,18.9,31.2,1.0,5.1,3,0,0,0,0,0,0,2,0,0.1,180,0,1
Barkley,CHE,MID,58,32.8,17.4,40.0,9.0,3,0,0,0,0,0,0,0,0,0.3,177,0,6
Barnes,BUR,FWD,57,37.6,9.8,28.0,7.5,1,0,0,0,0,0,0,0,0,0.4,128,0,5
Batth,WOL,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.2,0,0,0
Bednarek,SOU,DEF,39,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.9,0,0,0
Begovic,BOU,GKP,45,0.0,110.0,0.0,11.1,7,0,0,0,0,0,15,0,0,4.7,450,0,14
Bellerin,ARS,DEF,54,66.7,93.0,50.0,21.0,9,0,1,0,0,0,0,1,0,10.5,450,0,9
Benalouane,LEI,DEF,39,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.9,0,0,0
Benkovic,LEI,DEF,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Bennett,CAR,DEF,45,40.8,94.0,0.0,13.5,9,0,1,0,0,0,0,0,0,0.9,450,2,19
Bennett,WOL,DEF,41,39.6,92.0,0.0,13.0,5,0,0,0,0,0,0,1,0,10.2,450,0,15
Benteke,CRY,FWD,64,50.7,14.2,170.0,23.3,5,0,0,0,0,0,0,0,0,0.7,325,0,8
Bernard,EVE,MID,59,12.4,9.6,2.0,2.4,1,0,0,0,0,0,0,1,0,0.1,51,0,1
Bernardo,BHA,DEF,43,1.8,18.0,0.0,2.0,2,0,0,0,0,0,0,1,0,0.1,90,0,0
Bernardo Silva,MCI,MID,75,116.9,77.8,138.0,33.3,2,1,0,0,0,0,0,0,0,6.8,363,0,16
Bertrand,SOU,DEF,50,97.4,90.6,35.0,22.3,6,1,0,0,0,0,0,1,0,5.8,450,1,21
