Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Abraham,CHE,FWD,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Adam Smith,BOU,DEF,45,15.5,16.2,0.0,3.2,0,0,0,0,0,0,0,0,0,0.6,90,0,6
Adrian,WHU,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Aguero,MCI,FWD,110,29.6,8.2,39.0,7.7,0,0,0,0,0,0,0,0,0,32.0,78,0,2
Ake,BOU,DEF,50,1.1,35.0,0.0,3.6,0,0,0,0,0,0,0,0,0,3.9,90,2,8
Albrighton,LEI,MID,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.1,0,0,0
Alderweireld,TOT,DEF,60,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.4,0,0,0
Alexander-Arnold,LIV,DEF,50,8.3,20.8,13.0,4.2,0,0,0,0,0,0,0,1,0,17.1,90,0,5
Alisson,LIV,GKP,55,0.0,17.6,0.0,1.8,0,0,0,0,0,0,2,0,0,14.2,90,1,7
Alli,TOT,MID,90,2.9,59.2,58.0,12.0,1,1,0,0,0,0,0,0,0,4.7,79,2,9
Alonso,CHE,DEF,65,19.9,13.0,18.0,5.1,0,0,1,0,0,0,0,0,0,17.2,90,2,11
Amartey,LEI,MID,45,13.1,0.8,0.0,1.4,1,0,0,0,0,0,0,1,0,0.3,62,0,1
Amos,TOT,MID,45,0.1,2.2,0.0,0.2,0,0,0,0,0,0,0,0,0,0.0,2,0,1
Ampadu,CHE,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Andone,BHA,FWD,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Andre Gomes,EVE,MID,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Antonio,WHU,MID,70,14.0,18.6,24.0,5.7,4,0,0,0,0,0,0,1,0,1.7,90,0,1
Armstrong,SOU,MID,55,29.2,5.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0.3,55,0,1
Arnautovic,WHU,FWD,70,2.6,0.0,28.0,2.6,3,0,0,0,0,0,0,0,0,20.5,66,0,2
Arter,CAR,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Atsu,NEW,MID,55,14.0,6.2,1.0,2.1,0,0,0,0,0,0,0,0,0,0.2,21,0,1
Aubameyang,ARS,FWD,110,12.2,1.0,1.0,1.4,2,0,0,0,0,0,0,0,0,19.8,90,0,2
Aurier,TOT,DEF,60,20.7,32.8,4.0,5.8,1,0,1,0,0,0,0,0,0,1.2,90,0,5
Austin,SOU,FWD,60,21.8,5.2,8.0,3.5,0,0,0,0,0,0,0,0,0,1.8,71,0,2
Ayite,FUL,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Azpilicueta,CHE,DEF,65,9.9,22.6,0.0,3.3,0,0,0,0,0,0,0,0,0,16.1,90,0,6
Bacuna,HUD,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Bailly,MUN,DEF,55,0.3,23.4,0.0,2.4,1,0,0,0,0,0,0,0,0,3.7,90,0,2
Baines,EVE,DEF,55,32.4,23.4,0.0,5.6,2,0,0,0,0,0,0,0,0,1.8,90,0,1
Bakayoko,CHE,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Balbuena,WHU,DEF,45,0.0,21.4,17.0,3.8,4,0,0,0,0,0,0,1,0,0.4,90,0,-1
Baldock,BHA,FWD,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Balogun,BHA,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Bamba,CAR,DEF,45,0.9,7.2,0.0,0.8,2,0,0,0,0,0,0,0,0,0.8,90,0,1
Baningime,EVE,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Bardsley,BUR,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Barkley,CHE,MID,60,17.8,7.4,20.0,4.5,0,0,0,0,0,0,0,0,0,0.5,67,0,3
Barnes,BUR,FWD,60,10.3,5.2,7.0,2.3,0,0,0,0,0,0,0,0,0,1.0,14,0,1
Batth,WOL,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.1,0,0,0
Bednarek,SOU,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5.5,0,0,0
Begovic,BOU,GKP,45,0.0,10.0,0.0,1.0,0,0,0,0,0,0,1,0,0,4.9,90,0,6
Bellerin,ARS,DEF,55,11.7,27.0,23.0,6.2,2,0,0,0,0,0,0,0,0,15.4,90,0,1
Benalouane,LEI,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.2,0,0,0
Benkovic,LEI,DEF,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Bennett,WOL,DEF,40,25.4,26.0,0.0,5.1,2,0,0,0,0,0,0,0,0,5.3,90,0,1
Bennett,CAR,DEF,45,1.8,16.4,0.0,1.8,2,0,0,0,0,0,0,0,0,0.2,90,0,1
Benteke,CRY,FWD,65,24.0,13.6,48.0,8.6,0,0,0,0,0,0,0,0,0,1.3,82,0,2
Bernard,EVE,MID,60,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Bernardo,BHA,DEF,45,1.8,18.0,0.0,2.0,2,0,0,0,0,0,0,1,0,0.2,90,0,0
Bernardo Silva,MCI,MID,75,6.1,35.6,23.0,6.5,0,1,0,0,0,0,0,0,0,7.1,90,0,8
Bertrand,SOU,DEF,50,31.3,18.4,10.0,6.0,0,0,0,0,0,0,0,0,0,7.3,90,0,6
Bettinelli,FUL,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Billing,HUD,MID,45,2.4,20.8,22.0,4.5,3,0,0,0,0,0,0,0,0,0.2,90,0,2
Bissouma,BHA,MID,50,1.5,1.4,9.0,1.2,0,0,0,0,0,0,0,0,0,0.1,30,0,1
Blind,MUN,DEF,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Bogle,CAR,FWD,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Bolasie,EVE,MID,60,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Boly,WOL,DEF,45,5.5,23.4,0.0,2.9,2,0,0,0,0,0,0,0,0,1.9,90,0,1
Bonatini,WOL,FWD,50,2.0,1.2,6.0,0.9,0,0,0,0,0,0,0,0,0,1.0,19,0,1
Bong,BHA,DEF,45,0.6,6.2,0.0,0.7,2,0,0,0,0,0,0,0,0,0.2,64,0,1
Boruc,BOU,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,7.4,0,0,0
Boufal,SOU,MID,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Brady,BUR,MID,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Bravo,MCI,GKP,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Britos,WAT,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Brooks,BOU,MID,50,2.8,3.4,19.0,2.5,0,0,0,0,0,0,0,0,0,0.1,66,0,3
Bruno,BHA,DEF,45,14.6,6.4,0.0,2.1,0,0,0,0,0,0,0,0,0,0.3,25,0,1
Bryan,FUL,DEF,50,23.4,22.0,2.0,4.7,1,0,0,0,0,0,0,0,0,0.2,70,0,2
Button,BHA,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.8,0,0,0
Byram,WHU,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Caballero,CHE,GKP,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Cahill,CHE,DEF,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.4,0,0,0
Cairney,FUL,MID,50,20.3,16.8,8.0,4.5,2,0,0,0,0,0,0,0,0,3.1,90,0,2
Calvert-Lewin,EVE,FWD,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.4,0,0,0
Camarasa,CAR,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Capoue,WAT,MID,50,2.9,9.8,9.0,2.2,0,0,0,0,0,0,0,1,0,0.3,90,0,2
Carlos Sanchez,WHU,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Carrillo,SOU,FWD,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Carroll,WHU,FWD,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Cathcart,WAT,DEF,45,0.6,10.4,6.0,1.7,0,0,0,0,0,0,0,0,0,0.1,90,0,6
Cavaleiro,WOL,MID,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Cech,ARS,GKP,50,0.0,47.0,0.0,4.7,2,0,0,0,0,0,6,0,0,1.7,90,0,3
Chalobah,WAT,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Chamberlain,LIV,MID,65,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Chambers,FUL,DEF,45,0.6,30.4,0.0,3.1,2,0,0,0,0,0,0,0,0,2.0,90,0,1
Chicharito,WHU,FWD,65,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2.6,28,0,1
Chilwell,LEI,DEF,50,40.3,13.4,2.0,5.6,2,0,0,0,0,0,0,0,0,0.5,90,0,1
Choudhury,LEI,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Christensen,CHE,DEF,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.2,0,0,0
