Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Abraham,CHE,FWD,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Adam Smith,BOU,DEF,45,56.0,158.6,47.0,26.2,9,1,0,0,0,0,0,0,1,1.0,846,0,36
Adrian,WHU,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Aguero,MCI,FWD,113,195.1,272.6,619.0,108.6,3,6,4,0,0,0,0,1,0,52.0,711,6,60
Ake,BOU,DEF,50,10.5,251.6,114.0,37.6,12,1,0,0,0,0,0,0,0,4.6,900,4,41
Albrighton,LEI,MID,52,124.3,110.2,95.0,33.0,7,1,1,0,0,0,0,1,0,0.5,342,0,18
Alderweireld,TOT,DEF,59,34.5,182.0,59.0,27.5,7,0,0,0,0,0,0,1,0,2.7,800,1,32
Alexander-Arnold,LIV,DEF,51,135.9,128.4,84.0,34.8,3,0,1,0,0,0,0,3,0,17.7,715,2,38
Alisson,LIV,GKP,57,0.0,166.8,0.0,16.6,4,0,0,0,0,0,19,0,0,19.9,900,1,47
Alli,TOT,MID,89,59.1,115.0,198.0,37.3,5,1,1,0,0,0,0,0,0,2.7,376,2,21
Alonso,CHE,DEF,70,195.2,221.8,176.0,59.4,7,1,6,0,0,0,0,1,0,46.8,900,11,72
Amartey,LEI,MID,44,46.7,139.0,21.0,20.8,9,0,0,0,0,0,0,2,0,0.3,639,0,15
Amos,TOT,MID,44,0.1,2.2,0.0,0.2,0,0,0,0,0,0,0,0,0,0.1,2,0,1
Ampadu,CHE,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Andone,BHA,FWD,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Andre Gomes,EVE,MID,54,11.2,12.2,38.0,6.2,2,0,0,0,0,0,0,0,0,0.1,171,0,5
Antonio,WHU,MID,68,65.7,51.0,237.0,35.5,6,0,0,0,0,0,0,1,0,0.9,400,0,14
Armstrong,SOU,MID,51,44.2,20.2,25.0,9.0,3,0,0,0,0,0,0,0,0,0.1,143,0,6
Arnautovic,WHU,FWD,70,136.9,193.4,352.0,67.8,11,4,1,0,0,0,0,2,0,17.3,629,6,38
Arter,CAR,MID,49,52.5,71.4,42.0,16.7,15,0,0,0,0,0,0,4,0,0.2,670,0,13
Atsu,NEW,MID,52,61.3,36.8,8.0,10.6,3,0,0,0,0,0,0,1,0,0.1,186,0,6
Aubameyang,ARS,FWD,109,129.5,298.6,309.0,73.7,9,7,2,0,0,0,0,0,0,15.3,688,11,63
Aurier,TOT,DEF,58,21.1,32.8,4.0,5.8,1,0,1,0,0,0,0,0,0,0.6,104,0,6
Austin,SOU,FWD,55,51.4,43.6,128.0,21.9,3,0,0,0,1,0,0,0,0,0.4,403,0,10
Ayew,CRY,FWD,58,68.4,36.2,125.0,23.0,5,0,1,0,0,0,0,1,0,0.2,450,0,14
Ayite,FUL,MID,44,5.4,8.4,9.0,2.0,3,0,0,0,0,0,0,0,0,0.1,104,0,4
Azpilicueta,CHE,DEF,64,192.2,197.4,65.0,45.5,7,0,1,0,0,0,0,0,0,10.0,900,1,42
Bacuna,HUD,MID,43,0.0,3.0,0.0,0.3,1,0,0,0,0,0,0,0,0,0.2,12,0,1
Bailly,MUN,DEF,51,0.7,35.6,4.0,4.1,6,0,0,0,0,0,0,0,0,1.6,200,0,5
Baines,EVE,DEF,52,74.7,39.8,15.0,13.0,5,0,0,0,0,0,0,0,0,0.8,284,0,5
Bakayoko,CHE,MID,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Balbuena,WHU,DEF,44,34.0,270.6,131.0,43.7,15,1,0,0,0,0,0,1,0,0.7,900,3,28
Baldock,BHA,FWD,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Balogun,BHA,DEF,42,0.3,34.2,2.0,3.6,3,0,0,0,0,0,0,1,0,0.1,160,0,2
Bamba,CAR,DEF,45,23.1,249.0,94.0,36.6,18,1,1,0,0,0,0,1,0,1.1,810,2,28
Baningime,EVE,MID,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Bardsley,BUR,DEF,43,18.9,31.2,1.0,5.1,3,0,0,0,0,0,0,2,0,0.1,180,0,1
Barkley,CHE,MID,59,104.4,185.2,162.0,45.1,5,3,3,0,0,0,0,0,0,8.5,388,5,44
Barnes,BUR,FWD,57,40.8,82.2,84.0,20.7,4,2,0,0,0,0,0,0,0,0.4,249,3,21
Batth,WOL,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.9,0,0,0
Bednarek,SOU,DEF,39,0.6,38.6,0.0,4.0,1,0,0,0,0,0,0,0,0,4.1,80,0,2
Begovic,BOU,GKP,45,0.0,165.6,0.0,16.7,12,0,0,0,0,0,24,0,0,4.3,900,2,37
Bellerin,ARS,DEF,54,129.2,196.8,138.0,46.4,12,0,4,1,0,0,0,1,0,10.1,855,3,36
Benalouane,LEI,DEF,39,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
Benkovic,LEI,DEF,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Bennett,WOL,DEF,42,54.2,177.2,68.0,29.9,9,0,0,0,0,0,0,2,0,11.8,900,1,32
Bennett,CAR,DEF,45,95.2,144.4,11.0,25.1,16,0,1,0,0,0,0,0,0,0.7,720,2,22
Benteke,CRY,FWD,63,50.7,14.2,170.0,23.3,5,0,0,0,0,0,0,0,0,0.5,325,0,8
Bernard,EVE,MID,59,121.6,54.8,31.0,20.5,4,0,2,0,0,0,0,1,0,0.3,288,2,18
Bernardo,BHA,DEF,42,15.8,31.0,0.0,4.7,2,0,0,0,0,0,0,1,0,0.1,112,0,1
Bernardo Silva,MCI,MID,76,261.4,217.6,275.0,75.4,2,3,1,0,0,0,0,1,0,9.2,780,3,44
