Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Abraham,CHE,FWD,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Adam Smith,BOU,DEF,45,49.2,128.4,39.0,21.7,9,1,0,0,0,0,0,0,1,0.8,666,0,24
Adrian,WHU,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Aguero,MCI,FWD,113,172.8,232.2,501.0,90.5,3,5,4,0,0,0,0,1,0,50.5,576,6,52
Ake,BOU,DEF,50,8.1,198.2,93.0,29.9,12,1,0,0,0,0,0,0,0,4.3,720,3,28
Albrighton,LEI,MID,52,58.9,78.2,36.0,17.4,4,1,1,0,0,0,0,0,0,0.5,223,0,16
Alderweireld,TOT,DEF,59,34.1,141.2,22.0,19.7,6,0,0,0,0,0,0,1,0,2.7,620,0,23
Alexander-Arnold,LIV,DEF,52,110.0,112.0,60.0,28.2,2,0,1,0,0,0,0,3,0,21.1,625,2,36
Alisson,LIV,GKP,56,0.0,149.8,0.0,14.9,3,0,0,0,0,0,18,0,0,19.0,720,1,39
Alli,TOT,MID,90,48.1,111.4,192.0,35.2,5,1,1,0,0,0,0,0,0,3.0,361,2,20
Alonso,CHE,DEF,69,150.2,188.6,150.0,49.0,5,1,5,0,0,0,0,1,0,46.1,720,9,60
Amartey,LEI,MID,45,32.9,97.4,18.0,15.0,5,0,0,0,0,0,0,2,0,0.3,459,0,11
Amos,TOT,MID,44,0.1,2.2,0.0,0.2,0,0,0,0,0,0,0,0,0,0.1,2,0,1
Ampadu,CHE,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Andone,BHA,FWD,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Andre Gomes,EVE,MID,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Antonio,WHU,MID,68,56.7,42.8,219.0,31.9,5,0,0,0,0,0,0,1,0,0.9,353,0,12
Armstrong,SOU,MID,52,42.7,18.2,23.0,8.4,3,0,0,0,0,0,0,0,0,0.1,119,0,5
Arnautovic,WHU,FWD,70,121.2,174.8,281.0,57.3,10,4,1,0,0,0,0,1,0,17.2,539,6,37
Arter,CAR,MID,49,27.7,63.6,41.0,13.3,13,0,0,0,0,0,0,4,0,0.2,585,0,11
Atsu,NEW,MID,52,47.0,35.6,8.0,9.0,3,0,0,0,0,0,0,0,0,0.1,176,0,6
Aubameyang,ARS,FWD,107,122.9,187.6,175.0,48.6,8,4,2,0,0,0,0,0,0,9.0,582,6,43
Aurier,TOT,DEF,58,21.1,32.8,4.0,5.8,1,0,1,0,0,0,0,0,0,0.6,104,0,6
Austin,SOU,FWD,56,37.2,32.0,111.0,18.0,3,0,0,0,1,0,0,0,0,0.5,264,0,6
Ayew,CRY,FWD,59,65.1,34.6,119.0,21.9,3,0,1,0,0,0,0,0,0,0.2,387,0,13
Ayite,FUL,MID,44,2.9,6.0,7.0,1.3,1,0,0,0,0,0,0,0,0,0.1,72,0,3
